real.type	FS	HS	UR	rep	par	loci	sim	total	pFS	pHS	pUR
FS	1774	0	0	56	10	500	Parents = 10 & Loci = 500	1774	1	0	0
HS	0	1394	0	56	10	500	Parents = 10 & Loci = 500	1394	0	1	0
UR	0	0	6732	56	10	500	Parents = 10 & Loci = 500	6732	0	0	1
FS	1804	0	0	57	10	500	Parents = 10 & Loci = 500	1804	1	0	0
HS	0	906	0	57	10	500	Parents = 10 & Loci = 500	906	0	1	0
UR	0	0	7190	57	10	500	Parents = 10 & Loci = 500	7190	0	0	1
FS	1222	0	0	59	10	500	Parents = 10 & Loci = 500	1222	1	0	0
HS	0	1988	0	59	10	500	Parents = 10 & Loci = 500	1988	0	1	0
UR	0	0	6690	59	10	500	Parents = 10 & Loci = 500	6690	0	0	1
FS	1864	0	0	6	10	500	Parents = 10 & Loci = 500	1864	1	0	0
HS	0	1174	0	6	10	500	Parents = 10 & Loci = 500	1174	0	1	0
UR	0	0	6862	6	10	500	Parents = 10 & Loci = 500	6862	0	0	1
FS	1428	0	0	61	10	500	Parents = 10 & Loci = 500	1428	1	0	0
HS	0	2868	0	61	10	500	Parents = 10 & Loci = 500	2868	0	1	0
UR	0	0	5604	61	10	500	Parents = 10 & Loci = 500	5604	0	0	1
FS	1762	0	0	62	10	500	Parents = 10 & Loci = 500	1762	1	0	0
HS	0	1732	0	62	10	500	Parents = 10 & Loci = 500	1732	0	1	0
UR	0	0	6406	62	10	500	Parents = 10 & Loci = 500	6406	0	0	1
FS	1352	0	0	63	10	500	Parents = 10 & Loci = 500	1352	1	0	0
HS	0	2430	0	63	10	500	Parents = 10 & Loci = 500	2430	0	1	0
UR	0	0	6118	63	10	500	Parents = 10 & Loci = 500	6118	0	0	1
FS	1732	0	0	66	10	500	Parents = 10 & Loci = 500	1732	1	0	0
HS	0	3302	0	66	10	500	Parents = 10 & Loci = 500	3302	0	1	0
UR	0	0	4866	66	10	500	Parents = 10 & Loci = 500	4866	0	0	1
FS	1648	0	0	68	10	500	Parents = 10 & Loci = 500	1648	1	0	0
HS	0	1564	0	68	10	500	Parents = 10 & Loci = 500	1564	0	1	0
UR	0	0	6688	68	10	500	Parents = 10 & Loci = 500	6688	0	0	1
FS	1962	0	0	69	10	500	Parents = 10 & Loci = 500	1962	1	0	0
HS	0	2016	0	69	10	500	Parents = 10 & Loci = 500	2016	0	1	0
UR	0	0	5922	69	10	500	Parents = 10 & Loci = 500	5922	0	0	1
FS	2288	0	0	71	10	500	Parents = 10 & Loci = 500	2288	1	0	0
HS	0	1046	0	71	10	500	Parents = 10 & Loci = 500	1046	0	1	0
UR	0	0	6566	71	10	500	Parents = 10 & Loci = 500	6566	0	0	1
FS	1474	0	0	72	10	500	Parents = 10 & Loci = 500	1474	1	0	0
HS	0	1720	0	72	10	500	Parents = 10 & Loci = 500	1720	0	1	0
UR	0	0	6706	72	10	500	Parents = 10 & Loci = 500	6706	0	0	1
FS	2430	0	0	73	10	500	Parents = 10 & Loci = 500	2430	1	0	0
HS	0	4528	0	73	10	500	Parents = 10 & Loci = 500	4528	0	1	0
UR	0	0	2942	73	10	500	Parents = 10 & Loci = 500	2942	0	0	1
FS	1650	0	0	78	10	500	Parents = 10 & Loci = 500	1650	1	0	0
HS	0	2668	0	78	10	500	Parents = 10 & Loci = 500	2668	0	1	0
UR	0	0	5582	78	10	500	Parents = 10 & Loci = 500	5582	0	0	1
FS	1442	0	0	79	10	500	Parents = 10 & Loci = 500	1442	1	0	0
HS	0	2206	0	79	10	500	Parents = 10 & Loci = 500	2206	0	1	0
UR	0	0	6252	79	10	500	Parents = 10 & Loci = 500	6252	0	0	1
FS	1444	0	0	8	10	500	Parents = 10 & Loci = 500	1444	1	0	0
HS	0	2076	0	8	10	500	Parents = 10 & Loci = 500	2076	0	1	0
UR	0	0	6380	8	10	500	Parents = 10 & Loci = 500	6380	0	0	1
FS	1724	0	0	81	10	500	Parents = 10 & Loci = 500	1724	1	0	0
HS	0	2394	0	81	10	500	Parents = 10 & Loci = 500	2394	0	1	0
UR	0	0	5782	81	10	500	Parents = 10 & Loci = 500	5782	0	0	1
FS	1726	0	0	84	10	500	Parents = 10 & Loci = 500	1726	1	0	0
HS	0	2242	0	84	10	500	Parents = 10 & Loci = 500	2242	0	1	0
UR	0	0	5932	84	10	500	Parents = 10 & Loci = 500	5932	0	0	1
FS	1610	0	0	86	10	500	Parents = 10 & Loci = 500	1610	1	0	0
HS	0	2046	0	86	10	500	Parents = 10 & Loci = 500	2046	0	1	0
UR	0	0	6244	86	10	500	Parents = 10 & Loci = 500	6244	0	0	1
FS	1098	0	0	93	10	500	Parents = 10 & Loci = 500	1098	1	0	0
HS	0	2550	0	93	10	500	Parents = 10 & Loci = 500	2550	0	1	0
UR	0	0	6252	93	10	500	Parents = 10 & Loci = 500	6252	0	0	1
FS	944	0	0	94	10	500	Parents = 10 & Loci = 500	944	1	0	0
HS	0	2588	0	94	10	500	Parents = 10 & Loci = 500	2588	0	1	0
UR	0	0	6368	94	10	500	Parents = 10 & Loci = 500	6368	0	0	1
FS	1352	0	0	95	10	500	Parents = 10 & Loci = 500	1352	1	0	0
HS	0	1742	0	95	10	500	Parents = 10 & Loci = 500	1742	0	1	0
UR	0	0	6806	95	10	500	Parents = 10 & Loci = 500	6806	0	0	1
FS	2118	0	0	99	10	500	Parents = 10 & Loci = 500	2118	1	0	0
HS	0	1840	0	99	10	500	Parents = 10 & Loci = 500	1840	0	1	0
UR	0	0	5942	99	10	500	Parents = 10 & Loci = 500	5942	0	0	1
FS	1446	0	0	folder.10.txt	10	500	Parents = 10 & Loci = 500	1446	1	0	0
HS	0	2174	0	folder.10.txt	10	500	Parents = 10 & Loci = 500	2174	0	1	0
UR	0	0	6280	folder.10.txt	10	500	Parents = 10 & Loci = 500	6280	0	0	1
FS	1544	0	0	folder.12.txt	10	500	Parents = 10 & Loci = 500	1544	1	0	0
HS	0	3380	0	folder.12.txt	10	500	Parents = 10 & Loci = 500	3380	0	1	0
UR	0	0	4976	folder.12.txt	10	500	Parents = 10 & Loci = 500	4976	0	0	1
FS	952	0	0	folder.14.txt	10	500	Parents = 10 & Loci = 500	952	1	0	0
HS	0	2706	0	folder.14.txt	10	500	Parents = 10 & Loci = 500	2706	0	1	0
UR	0	0	6242	folder.14.txt	10	500	Parents = 10 & Loci = 500	6242	0	0	1
FS	1730	0	0	folder.20.txt	10	500	Parents = 10 & Loci = 500	1730	1	0	0
HS	0	3722	0	folder.20.txt	10	500	Parents = 10 & Loci = 500	3722	0	1	0
UR	0	0	4448	folder.20.txt	10	500	Parents = 10 & Loci = 500	4448	0	0	1
FS	1104	0	0	folder.21.txt	10	500	Parents = 10 & Loci = 500	1104	1	0	0
HS	0	2446	0	folder.21.txt	10	500	Parents = 10 & Loci = 500	2446	0	1	0
UR	0	0	6350	folder.21.txt	10	500	Parents = 10 & Loci = 500	6350	0	0	1
FS	1024	0	0	folder.22.txt	10	500	Parents = 10 & Loci = 500	1024	1	0	0
HS	0	2652	0	folder.22.txt	10	500	Parents = 10 & Loci = 500	2652	0	1	0
UR	0	0	6224	folder.22.txt	10	500	Parents = 10 & Loci = 500	6224	0	0	1
FS	1186	0	0	folder.23.txt	10	500	Parents = 10 & Loci = 500	1186	1	0	0
HS	0	2804	0	folder.23.txt	10	500	Parents = 10 & Loci = 500	2804	0	1	0
UR	0	0	5910	folder.23.txt	10	500	Parents = 10 & Loci = 500	5910	0	0	1
FS	848	0	0	folder.24.txt	10	500	Parents = 10 & Loci = 500	848	1	0	0
HS	0	2948	0	folder.24.txt	10	500	Parents = 10 & Loci = 500	2948	0	1	0
UR	0	0	6104	folder.24.txt	10	500	Parents = 10 & Loci = 500	6104	0	0	1
FS	980	0	0	folder.30.txt	10	500	Parents = 10 & Loci = 500	980	1	0	0
HS	0	2308	0	folder.30.txt	10	500	Parents = 10 & Loci = 500	2308	0	1	0
UR	0	0	6612	folder.30.txt	10	500	Parents = 10 & Loci = 500	6612	0	0	1
FS	1390	0	0	folder.32.txt	10	500	Parents = 10 & Loci = 500	1390	1	0	0
HS	0	2878	0	folder.32.txt	10	500	Parents = 10 & Loci = 500	2878	0	1	0
UR	0	0	5632	folder.32.txt	10	500	Parents = 10 & Loci = 500	5632	0	0	1
FS	1194	0	0	folder.33.txt	10	500	Parents = 10 & Loci = 500	1194	1	0	0
HS	0	3138	0	folder.33.txt	10	500	Parents = 10 & Loci = 500	3138	0	1	0
UR	0	0	5568	folder.33.txt	10	500	Parents = 10 & Loci = 500	5568	0	0	1
FS	950	0	0	folder.37.txt	10	500	Parents = 10 & Loci = 500	950	1	0	0
HS	0	3286	0	folder.37.txt	10	500	Parents = 10 & Loci = 500	3286	0	1	0
UR	0	0	5664	folder.37.txt	10	500	Parents = 10 & Loci = 500	5664	0	0	1
FS	1138	0	0	folder.38.txt	10	500	Parents = 10 & Loci = 500	1138	1	0	0
HS	0	3270	0	folder.38.txt	10	500	Parents = 10 & Loci = 500	3270	0	1	0
UR	0	0	5492	folder.38.txt	10	500	Parents = 10 & Loci = 500	5492	0	0	1
FS	1148	0	0	folder.42.txt	10	500	Parents = 10 & Loci = 500	1148	1	0	0
HS	0	2446	0	folder.42.txt	10	500	Parents = 10 & Loci = 500	2446	0	1	0
UR	0	0	6306	folder.42.txt	10	500	Parents = 10 & Loci = 500	6306	0	0	1
FS	1394	0	0	folder.44.txt	10	500	Parents = 10 & Loci = 500	1394	1	0	0
HS	0	3652	0	folder.44.txt	10	500	Parents = 10 & Loci = 500	3652	0	1	0
UR	0	0	4854	folder.44.txt	10	500	Parents = 10 & Loci = 500	4854	0	0	1
FS	696	0	0	folder.45.txt	10	500	Parents = 10 & Loci = 500	696	1	0	0
HS	0	2986	0	folder.45.txt	10	500	Parents = 10 & Loci = 500	2986	0	1	0
UR	0	0	6218	folder.45.txt	10	500	Parents = 10 & Loci = 500	6218	0	0	1
FS	960	0	0	folder.46.txt	10	500	Parents = 10 & Loci = 500	960	1	0	0
HS	0	3236	0	folder.46.txt	10	500	Parents = 10 & Loci = 500	3236	0	1	0
UR	0	0	5704	folder.46.txt	10	500	Parents = 10 & Loci = 500	5704	0	0	1
FS	1204	0	0	folder.48.txt	10	500	Parents = 10 & Loci = 500	1204	1	0	0
HS	0	2114	0	folder.48.txt	10	500	Parents = 10 & Loci = 500	2114	0	1	0
UR	0	0	6582	folder.48.txt	10	500	Parents = 10 & Loci = 500	6582	0	0	1
FS	768	0	0	folder.50.txt	10	500	Parents = 10 & Loci = 500	768	1	0	0
HS	0	2898	0	folder.50.txt	10	500	Parents = 10 & Loci = 500	2898	0	1	0
UR	0	0	6234	folder.50.txt	10	500	Parents = 10 & Loci = 500	6234	0	0	1
FS	1018	0	0	folder.52.txt	10	500	Parents = 10 & Loci = 500	1018	1	0	0
HS	0	2616	0	folder.52.txt	10	500	Parents = 10 & Loci = 500	2616	0	1	0
UR	0	0	6266	folder.52.txt	10	500	Parents = 10 & Loci = 500	6266	0	0	1
FS	904	0	0	folder.53.txt	10	500	Parents = 10 & Loci = 500	904	1	0	0
HS	0	2826	0	folder.53.txt	10	500	Parents = 10 & Loci = 500	2826	0	1	0
UR	0	0	6170	folder.53.txt	10	500	Parents = 10 & Loci = 500	6170	0	0	1
FS	604	0	0	folder.54.txt	10	500	Parents = 10 & Loci = 500	604	1	0	0
HS	0	3116	0	folder.54.txt	10	500	Parents = 10 & Loci = 500	3116	0	1	0
UR	0	0	6180	folder.54.txt	10	500	Parents = 10 & Loci = 500	6180	0	0	1
FS	622	0	0	folder.58.txt	10	500	Parents = 10 & Loci = 500	622	1	0	0
HS	0	2998	0	folder.58.txt	10	500	Parents = 10 & Loci = 500	2998	0	1	0
UR	0	0	6280	folder.58.txt	10	500	Parents = 10 & Loci = 500	6280	0	0	1
FS	924	0	0	folder.60.txt	10	500	Parents = 10 & Loci = 500	924	1	0	0
HS	0	2900	0	folder.60.txt	10	500	Parents = 10 & Loci = 500	2900	0	1	0
UR	0	0	6076	folder.60.txt	10	500	Parents = 10 & Loci = 500	6076	0	0	1
FS	1324	0	0	folder.64.txt	10	500	Parents = 10 & Loci = 500	1324	1	0	0
HS	0	2712	0	folder.64.txt	10	500	Parents = 10 & Loci = 500	2712	0	1	0
UR	0	0	5864	folder.64.txt	10	500	Parents = 10 & Loci = 500	5864	0	0	1
FS	1116	0	0	folder.65.txt	10	500	Parents = 10 & Loci = 500	1116	1	0	0
HS	0	3526	0	folder.65.txt	10	500	Parents = 10 & Loci = 500	3526	0	1	0
UR	0	0	5258	folder.65.txt	10	500	Parents = 10 & Loci = 500	5258	0	0	1
FS	1012	0	0	folder.67.txt	10	500	Parents = 10 & Loci = 500	1012	1	0	0
HS	0	3284	0	folder.67.txt	10	500	Parents = 10 & Loci = 500	3284	0	1	0
UR	0	0	5604	folder.67.txt	10	500	Parents = 10 & Loci = 500	5604	0	0	1
FS	1818	0	0	folder.70.txt	10	500	Parents = 10 & Loci = 500	1818	1	0	0
HS	0	2508	0	folder.70.txt	10	500	Parents = 10 & Loci = 500	2508	0	1	0
UR	0	0	5574	folder.70.txt	10	500	Parents = 10 & Loci = 500	5574	0	0	1
FS	1282	0	0	folder.74.txt	10	500	Parents = 10 & Loci = 500	1282	1	0	0
HS	0	2268	0	folder.74.txt	10	500	Parents = 10 & Loci = 500	2268	0	1	0
UR	0	0	6350	folder.74.txt	10	500	Parents = 10 & Loci = 500	6350	0	0	1
FS	1070	0	0	folder.75.txt	10	500	Parents = 10 & Loci = 500	1070	1	0	0
HS	0	3406	0	folder.75.txt	10	500	Parents = 10 & Loci = 500	3406	0	1	0
UR	0	0	5424	folder.75.txt	10	500	Parents = 10 & Loci = 500	5424	0	0	1
FS	1020	0	0	folder.76.txt	10	500	Parents = 10 & Loci = 500	1020	1	0	0
HS	0	2522	0	folder.76.txt	10	500	Parents = 10 & Loci = 500	2522	0	1	0
UR	0	0	6358	folder.76.txt	10	500	Parents = 10 & Loci = 500	6358	0	0	1
FS	1134	0	0	folder.77.txt	10	500	Parents = 10 & Loci = 500	1134	1	0	0
HS	0	3164	0	folder.77.txt	10	500	Parents = 10 & Loci = 500	3164	0	1	0
UR	0	0	5602	folder.77.txt	10	500	Parents = 10 & Loci = 500	5602	0	0	1
FS	1600	0	0	folder.7.txt	10	500	Parents = 10 & Loci = 500	1600	1	0	0
HS	0	2784	0	folder.7.txt	10	500	Parents = 10 & Loci = 500	2784	0	1	0
UR	0	0	5516	folder.7.txt	10	500	Parents = 10 & Loci = 500	5516	0	0	1
FS	944	0	0	folder.80.txt	10	500	Parents = 10 & Loci = 500	944	1	0	0
HS	0	3176	0	folder.80.txt	10	500	Parents = 10 & Loci = 500	3176	0	1	0
UR	0	0	5780	folder.80.txt	10	500	Parents = 10 & Loci = 500	5780	0	0	1
FS	1350	0	0	folder.82.txt	10	500	Parents = 10 & Loci = 500	1350	1	0	0
HS	0	3780	0	folder.82.txt	10	500	Parents = 10 & Loci = 500	3780	0	1	0
UR	0	0	4770	folder.82.txt	10	500	Parents = 10 & Loci = 500	4770	0	0	1
FS	734	0	0	folder.83.txt	10	500	Parents = 10 & Loci = 500	734	1	0	0
HS	0	3382	0	folder.83.txt	10	500	Parents = 10 & Loci = 500	3382	0	1	0
UR	0	0	5784	folder.83.txt	10	500	Parents = 10 & Loci = 500	5784	0	0	1
FS	1314	0	0	folder.85.txt	10	500	Parents = 10 & Loci = 500	1314	1	0	0
HS	0	2828	0	folder.85.txt	10	500	Parents = 10 & Loci = 500	2828	0	1	0
UR	0	0	5758	folder.85.txt	10	500	Parents = 10 & Loci = 500	5758	0	0	1
FS	1334	0	0	folder.87.txt	10	500	Parents = 10 & Loci = 500	1334	1	0	0
HS	0	2270	0	folder.87.txt	10	500	Parents = 10 & Loci = 500	2270	0	1	0
UR	0	0	6296	folder.87.txt	10	500	Parents = 10 & Loci = 500	6296	0	0	1
FS	920	0	0	folder.88.txt	10	500	Parents = 10 & Loci = 500	920	1	0	0
HS	0	3098	0	folder.88.txt	10	500	Parents = 10 & Loci = 500	3098	0	1	0
UR	0	0	5882	folder.88.txt	10	500	Parents = 10 & Loci = 500	5882	0	0	1
FS	1010	0	0	folder.89.txt	10	500	Parents = 10 & Loci = 500	1010	1	0	0
HS	0	2670	0	folder.89.txt	10	500	Parents = 10 & Loci = 500	2670	0	1	0
UR	0	0	6220	folder.89.txt	10	500	Parents = 10 & Loci = 500	6220	0	0	1
FS	960	0	0	folder.90.txt	10	500	Parents = 10 & Loci = 500	960	1	0	0
HS	0	3476	0	folder.90.txt	10	500	Parents = 10 & Loci = 500	3476	0	1	0
UR	0	0	5464	folder.90.txt	10	500	Parents = 10 & Loci = 500	5464	0	0	1
FS	948	0	0	folder.91.txt	10	500	Parents = 10 & Loci = 500	948	1	0	0
HS	0	3150	0	folder.91.txt	10	500	Parents = 10 & Loci = 500	3150	0	1	0
UR	0	0	5802	folder.91.txt	10	500	Parents = 10 & Loci = 500	5802	0	0	1
FS	1200	0	0	folder.92.txt	10	500	Parents = 10 & Loci = 500	1200	1	0	0
HS	0	2988	0	folder.92.txt	10	500	Parents = 10 & Loci = 500	2988	0	1	0
UR	0	0	5712	folder.92.txt	10	500	Parents = 10 & Loci = 500	5712	0	0	1
FS	1064	0	0	folder.96.txt	10	500	Parents = 10 & Loci = 500	1064	1	0	0
HS	0	2422	0	folder.96.txt	10	500	Parents = 10 & Loci = 500	2422	0	1	0
UR	0	0	6414	folder.96.txt	10	500	Parents = 10 & Loci = 500	6414	0	0	1
FS	1130	0	0	folder.97.txt	10	500	Parents = 10 & Loci = 500	1130	1	0	0
HS	0	2520	0	folder.97.txt	10	500	Parents = 10 & Loci = 500	2520	0	1	0
UR	0	0	6250	folder.97.txt	10	500	Parents = 10 & Loci = 500	6250	0	0	1
FS	1384	0	0	folder.98.txt	10	500	Parents = 10 & Loci = 500	1384	1	0	0
HS	0	2434	0	folder.98.txt	10	500	Parents = 10 & Loci = 500	2434	0	1	0
UR	0	0	6082	folder.98.txt	10	500	Parents = 10 & Loci = 500	6082	0	0	1
FS	1048	0	0	folder.9.txt	10	500	Parents = 10 & Loci = 500	1048	1	0	0
HS	0	3116	0	folder.9.txt	10	500	Parents = 10 & Loci = 500	3116	0	1	0
UR	0	0	5736	folder.9.txt	10	500	Parents = 10 & Loci = 500	5736	0	0	1
FS	130	22	2	1	100	100	Parents = 100 & Loci = 100	154	0.844	0.143	0.013
HS	0	192	68	1	100	100	Parents = 100 & Loci = 100	260	0	0.738	0.262
UR	2	114	9370	1	100	100	Parents = 100 & Loci = 100	9486	0	0.012	0.988
FS	136	12	2	1.txt	100	100	Parents = 100 & Loci = 100	150	0.907	0.08	0.013
HS	4	380	34	1.txt	100	100	Parents = 100 & Loci = 100	418	0.01	0.909	0.081
UR	0	70	9262	1.txt	100	100	Parents = 100 & Loci = 100	9332	0	0.008	0.992
FS	86	20	0	100	100	100	Parents = 100 & Loci = 100	106	0.811	0.189	0
HS	10	188	102	100	100	100	Parents = 100 & Loci = 100	300	0.033	0.627	0.34
UR	0	174	9320	100	100	100	Parents = 100 & Loci = 100	9494	0	0.018	0.982
FS	112	10	0	10	100	100	Parents = 100 & Loci = 100	122	0.918	0.082	0
HS	2	354	66	10	100	100	Parents = 100 & Loci = 100	422	0.005	0.839	0.156
UR	0	62	9294	10	100	100	Parents = 100 & Loci = 100	9356	0	0.007	0.993
FS	146	38	0	11	100	100	Parents = 100 & Loci = 100	184	0.793	0.207	0
HS	2	240	40	11	100	100	Parents = 100 & Loci = 100	282	0.007	0.851	0.142
UR	0	114	9320	11	100	100	Parents = 100 & Loci = 100	9434	0	0.012	0.988
FS	52	14	0	12	100	100	Parents = 100 & Loci = 100	66	0.788	0.212	0
HS	10	240	80	12	100	100	Parents = 100 & Loci = 100	330	0.03	0.727	0.242
UR	2	126	9376	12	100	100	Parents = 100 & Loci = 100	9504	0	0.013	0.987
FS	98	12	2	13	100	100	Parents = 100 & Loci = 100	112	0.875	0.107	0.018
HS	2	240	88	13	100	100	Parents = 100 & Loci = 100	330	0.006	0.727	0.267
UR	2	120	9336	13	100	100	Parents = 100 & Loci = 100	9458	0	0.013	0.987
FS	116	12	0	14	100	100	Parents = 100 & Loci = 100	128	0.906	0.094	0
HS	0	222	66	14	100	100	Parents = 100 & Loci = 100	288	0	0.771	0.229
UR	0	96	9388	14	100	100	Parents = 100 & Loci = 100	9484	0	0.01	0.99
FS	62	14	0	15	100	100	Parents = 100 & Loci = 100	76	0.816	0.184	0
HS	6	182	134	15	100	100	Parents = 100 & Loci = 100	322	0.019	0.565	0.416
UR	2	144	9356	15	100	100	Parents = 100 & Loci = 100	9502	0	0.015	0.985
FS	116	8	0	16	100	100	Parents = 100 & Loci = 100	124	0.935	0.065	0
HS	4	164	74	16	100	100	Parents = 100 & Loci = 100	242	0.017	0.678	0.306
UR	0	110	9424	16	100	100	Parents = 100 & Loci = 100	9534	0	0.012	0.988
FS	142	26	8	17	100	100	Parents = 100 & Loci = 100	176	0.807	0.148	0.045
HS	2	170	88	17	100	100	Parents = 100 & Loci = 100	260	0.008	0.654	0.338
UR	0	110	9354	17	100	100	Parents = 100 & Loci = 100	9464	0	0.012	0.988
FS	146	8	0	18	100	100	Parents = 100 & Loci = 100	154	0.948	0.052	0
HS	2	262	24	18	100	100	Parents = 100 & Loci = 100	288	0.007	0.91	0.083
UR	0	46	9412	18	100	100	Parents = 100 & Loci = 100	9458	0	0.005	0.995
FS	144	0	0	19	100	100	Parents = 100 & Loci = 100	144	1	0	0
HS	2	266	50	19	100	100	Parents = 100 & Loci = 100	318	0.006	0.836	0.157
UR	0	108	9330	19	100	100	Parents = 100 & Loci = 100	9438	0	0.011	0.989
FS	154	16	0	20	100	100	Parents = 100 & Loci = 100	170	0.906	0.094	0
HS	0	212	38	20	100	100	Parents = 100 & Loci = 100	250	0	0.848	0.152
UR	0	78	9402	20	100	100	Parents = 100 & Loci = 100	9480	0	0.008	0.992
FS	106	14	0	21	100	100	Parents = 100 & Loci = 100	120	0.883	0.117	0
HS	4	230	88	21	100	100	Parents = 100 & Loci = 100	322	0.012	0.714	0.273
UR	0	146	9312	21	100	100	Parents = 100 & Loci = 100	9458	0	0.015	0.985
FS	172	14	4	22	100	100	Parents = 100 & Loci = 100	190	0.905	0.074	0.021
HS	0	134	36	22	100	100	Parents = 100 & Loci = 100	170	0	0.788	0.212
UR	0	76	9464	22	100	100	Parents = 100 & Loci = 100	9540	0	0.008	0.992
FS	78	8	2	23	100	100	Parents = 100 & Loci = 100	88	0.886	0.091	0.023
HS	2	184	92	23	100	100	Parents = 100 & Loci = 100	278	0.007	0.662	0.331
UR	0	150	9384	23	100	100	Parents = 100 & Loci = 100	9534	0	0.016	0.984
FS	112	8	0	24	100	100	Parents = 100 & Loci = 100	120	0.933	0.067	0
HS	0	266	60	24	100	100	Parents = 100 & Loci = 100	326	0	0.816	0.184
UR	2	72	9380	24	100	100	Parents = 100 & Loci = 100	9454	0	0.008	0.992
FS	104	20	0	25	100	100	Parents = 100 & Loci = 100	124	0.839	0.161	0
HS	2	248	42	25	100	100	Parents = 100 & Loci = 100	292	0.007	0.849	0.144
UR	0	90	9394	25	100	100	Parents = 100 & Loci = 100	9484	0	0.009	0.991
FS	92	14	0	26	100	100	Parents = 100 & Loci = 100	106	0.868	0.132	0
HS	2	222	70	26	100	100	Parents = 100 & Loci = 100	294	0.007	0.755	0.238
UR	0	108	9392	26	100	100	Parents = 100 & Loci = 100	9500	0	0.011	0.989
FS	192	2	0	27	100	100	Parents = 100 & Loci = 100	194	0.99	0.01	0
HS	6	240	34	27	100	100	Parents = 100 & Loci = 100	280	0.021	0.857	0.121
UR	0	62	9364	27	100	100	Parents = 100 & Loci = 100	9426	0	0.007	0.993
FS	156	0	0	28	100	100	Parents = 100 & Loci = 100	156	1	0	0
HS	0	352	38	28	100	100	Parents = 100 & Loci = 100	390	0	0.903	0.097
UR	0	108	9246	28	100	100	Parents = 100 & Loci = 100	9354	0	0.012	0.988
FS	186	0	2	29	100	100	Parents = 100 & Loci = 100	188	0.989	0	0.011
HS	2	176	60	29	100	100	Parents = 100 & Loci = 100	238	0.008	0.739	0.252
UR	0	128	9346	29	100	100	Parents = 100 & Loci = 100	9474	0	0.014	0.986
FS	160	16	2	2	100	100	Parents = 100 & Loci = 100	178	0.899	0.09	0.011
HS	2	164	38	2	100	100	Parents = 100 & Loci = 100	204	0.01	0.804	0.186
UR	0	118	9400	2	100	100	Parents = 100 & Loci = 100	9518	0	0.012	0.988
FS	72	20	0	30	100	100	Parents = 100 & Loci = 100	92	0.783	0.217	0
HS	2	126	130	30	100	100	Parents = 100 & Loci = 100	258	0.008	0.488	0.504
UR	0	132	9418	30	100	100	Parents = 100 & Loci = 100	9550	0	0.014	0.986
FS	80	40	4	31	100	100	Parents = 100 & Loci = 100	124	0.645	0.323	0.032
HS	4	266	70	31	100	100	Parents = 100 & Loci = 100	340	0.012	0.782	0.206
UR	0	106	9330	31	100	100	Parents = 100 & Loci = 100	9436	0	0.011	0.989
FS	84	20	0	32	100	100	Parents = 100 & Loci = 100	104	0.808	0.192	0
HS	8	142	88	32	100	100	Parents = 100 & Loci = 100	238	0.034	0.597	0.37
UR	0	162	9396	32	100	100	Parents = 100 & Loci = 100	9558	0	0.017	0.983
FS	128	20	0	33	100	100	Parents = 100 & Loci = 100	148	0.865	0.135	0
HS	2	172	40	33	100	100	Parents = 100 & Loci = 100	214	0.009	0.804	0.187
UR	0	108	9430	33	100	100	Parents = 100 & Loci = 100	9538	0	0.011	0.989
FS	86	14	2	34	100	100	Parents = 100 & Loci = 100	102	0.843	0.137	0.02
HS	0	334	96	34	100	100	Parents = 100 & Loci = 100	430	0	0.777	0.223
UR	0	94	9274	34	100	100	Parents = 100 & Loci = 100	9368	0	0.01	0.99
FS	146	6	0	35	100	100	Parents = 100 & Loci = 100	152	0.961	0.039	0
HS	4	270	46	35	100	100	Parents = 100 & Loci = 100	320	0.012	0.844	0.144
UR	0	74	9354	35	100	100	Parents = 100 & Loci = 100	9428	0	0.008	0.992
FS	144	4	0	36	100	100	Parents = 100 & Loci = 100	148	0.973	0.027	0
HS	2	226	42	36	100	100	Parents = 100 & Loci = 100	270	0.007	0.837	0.156
UR	0	88	9394	36	100	100	Parents = 100 & Loci = 100	9482	0	0.009	0.991
FS	178	0	4	37	100	100	Parents = 100 & Loci = 100	182	0.978	0	0.022
HS	2	202	68	37	100	100	Parents = 100 & Loci = 100	272	0.007	0.743	0.25
UR	0	138	9308	37	100	100	Parents = 100 & Loci = 100	9446	0	0.015	0.985
FS	104	12	2	38	100	100	Parents = 100 & Loci = 100	118	0.881	0.102	0.017
HS	6	246	48	38	100	100	Parents = 100 & Loci = 100	300	0.02	0.82	0.16
UR	0	70	9412	38	100	100	Parents = 100 & Loci = 100	9482	0	0.007	0.993
FS	140	8	0	39	100	100	Parents = 100 & Loci = 100	148	0.946	0.054	0
HS	2	226	28	39	100	100	Parents = 100 & Loci = 100	256	0.008	0.883	0.109
UR	0	74	9422	39	100	100	Parents = 100 & Loci = 100	9496	0	0.008	0.992
FS	158	8	0	3	100	100	Parents = 100 & Loci = 100	166	0.952	0.048	0
HS	0	322	20	3	100	100	Parents = 100 & Loci = 100	342	0	0.942	0.058
UR	0	78	9314	3	100	100	Parents = 100 & Loci = 100	9392	0	0.008	0.992
FS	70	10	4	40	100	100	Parents = 100 & Loci = 100	84	0.833	0.119	0.048
HS	4	242	74	40	100	100	Parents = 100 & Loci = 100	320	0.012	0.756	0.231
UR	0	130	9366	40	100	100	Parents = 100 & Loci = 100	9496	0	0.014	0.986
FS	116	14	0	41	100	100	Parents = 100 & Loci = 100	130	0.892	0.108	0
