real.type	FS	HS	UR	rep	par	loci	sim	total	pFS	pHS	pUR
UR	0	12	9452	49	100	200	Parents = 100 & Loci = 200	9464	0	0.001	0.999
FS	166	0	0	5	100	200	Parents = 100 & Loci = 200	166	1	0	0
HS	0	288	0	5	100	200	Parents = 100 & Loci = 200	288	0	1	0
UR	0	12	9434	5	100	200	Parents = 100 & Loci = 200	9446	0	0.001	0.999
FS	172	2	0	50	100	200	Parents = 100 & Loci = 200	174	0.989	0.011	0
HS	0	234	14	50	100	200	Parents = 100 & Loci = 200	248	0	0.944	0.056
UR	0	14	9464	50	100	200	Parents = 100 & Loci = 200	9478	0	0.001	0.999
FS	210	0	0	51	100	200	Parents = 100 & Loci = 200	210	1	0	0
HS	0	176	8	51	100	200	Parents = 100 & Loci = 200	184	0	0.957	0.043
UR	0	14	9492	51	100	200	Parents = 100 & Loci = 200	9506	0	0.001	0.999
FS	100	0	0	52	100	200	Parents = 100 & Loci = 200	100	1	0	0
HS	0	430	2	52	100	200	Parents = 100 & Loci = 200	432	0	0.995	0.005
UR	0	14	9354	52	100	200	Parents = 100 & Loci = 200	9368	0	0.001	0.999
FS	114	4	0	53	100	200	Parents = 100 & Loci = 200	118	0.966	0.034	0
HS	0	246	10	53	100	200	Parents = 100 & Loci = 200	256	0	0.961	0.039
UR	0	26	9500	53	100	200	Parents = 100 & Loci = 200	9526	0	0.003	0.997
FS	104	2	0	54	100	200	Parents = 100 & Loci = 200	106	0.981	0.019	0
HS	0	252	40	54	100	200	Parents = 100 & Loci = 200	292	0	0.863	0.137
UR	0	40	9462	54	100	200	Parents = 100 & Loci = 200	9502	0	0.004	0.996
FS	112	2	0	55	100	200	Parents = 100 & Loci = 200	114	0.982	0.018	0
HS	0	262	8	55	100	200	Parents = 100 & Loci = 200	270	0	0.97	0.03
UR	0	24	9492	55	100	200	Parents = 100 & Loci = 200	9516	0	0.003	0.997
FS	154	2	0	56	100	200	Parents = 100 & Loci = 200	156	0.987	0.013	0
HS	0	224	26	56	100	200	Parents = 100 & Loci = 200	250	0	0.896	0.104
UR	0	16	9478	56	100	200	Parents = 100 & Loci = 200	9494	0	0.002	0.998
FS	118	6	0	57	100	200	Parents = 100 & Loci = 200	124	0.952	0.048	0
HS	0	220	16	57	100	200	Parents = 100 & Loci = 200	236	0	0.932	0.068
UR	0	34	9506	57	100	200	Parents = 100 & Loci = 200	9540	0	0.004	0.996
FS	128	0	0	58	100	200	Parents = 100 & Loci = 200	128	1	0	0
HS	0	238	18	58	100	200	Parents = 100 & Loci = 200	256	0	0.93	0.07
UR	0	28	9488	58	100	200	Parents = 100 & Loci = 200	9516	0	0.003	0.997
FS	114	2	0	59	100	200	Parents = 100 & Loci = 200	116	0.983	0.017	0
HS	0	336	12	59	100	200	Parents = 100 & Loci = 200	348	0	0.966	0.034
UR	0	20	9416	59	100	200	Parents = 100 & Loci = 200	9436	0	0.002	0.998
FS	98	4	0	6	100	200	Parents = 100 & Loci = 200	102	0.961	0.039	0
HS	0	318	24	6	100	200	Parents = 100 & Loci = 200	342	0	0.93	0.07
UR	0	28	9428	6	100	200	Parents = 100 & Loci = 200	9456	0	0.003	0.997
FS	96	2	0	60	100	200	Parents = 100 & Loci = 200	98	0.98	0.02	0
HS	0	364	6	60	100	200	Parents = 100 & Loci = 200	370	0	0.984	0.016
UR	0	24	9408	60	100	200	Parents = 100 & Loci = 200	9432	0	0.003	0.997
FS	148	0	0	61	100	200	Parents = 100 & Loci = 200	148	1	0	0
HS	0	180	6	61	100	200	Parents = 100 & Loci = 200	186	0	0.968	0.032
UR	0	32	9534	61	100	200	Parents = 100 & Loci = 200	9566	0	0.003	0.997
FS	134	4	0	62	100	200	Parents = 100 & Loci = 200	138	0.971	0.029	0
HS	0	306	6	62	100	200	Parents = 100 & Loci = 200	312	0	0.981	0.019
UR	0	30	9420	62	100	200	Parents = 100 & Loci = 200	9450	0	0.003	0.997
FS	162	2	0	63	100	200	Parents = 100 & Loci = 200	164	0.988	0.012	0
HS	0	266	2	63	100	200	Parents = 100 & Loci = 200	268	0	0.993	0.007
UR	0	18	9450	63	100	200	Parents = 100 & Loci = 200	9468	0	0.002	0.998
FS	106	0	0	64	100	200	Parents = 100 & Loci = 200	106	1	0	0
HS	0	236	8	64	100	200	Parents = 100 & Loci = 200	244	0	0.967	0.033
UR	0	16	9534	64	100	200	Parents = 100 & Loci = 200	9550	0	0.002	0.998
FS	220	6	0	65	100	200	Parents = 100 & Loci = 200	226	0.973	0.027	0
HS	0	234	4	65	100	200	Parents = 100 & Loci = 200	238	0	0.983	0.017
UR	0	22	9414	65	100	200	Parents = 100 & Loci = 200	9436	0	0.002	0.998
FS	92	2	0	66	100	200	Parents = 100 & Loci = 200	94	0.979	0.021	0
HS	0	236	26	66	100	200	Parents = 100 & Loci = 200	262	0	0.901	0.099
UR	0	10	9534	66	100	200	Parents = 100 & Loci = 200	9544	0	0.001	0.999
FS	110	4	0	67	100	200	Parents = 100 & Loci = 200	114	0.965	0.035	0
HS	2	274	12	67	100	200	Parents = 100 & Loci = 200	288	0.007	0.951	0.042
UR	0	14	9484	67	100	200	Parents = 100 & Loci = 200	9498	0	0.001	0.999
FS	94	6	0	68	100	200	Parents = 100 & Loci = 200	100	0.94	0.06	0
HS	0	282	30	68	100	200	Parents = 100 & Loci = 200	312	0	0.904	0.096
UR	0	32	9456	68	100	200	Parents = 100 & Loci = 200	9488	0	0.003	0.997
FS	120	6	0	69	100	200	Parents = 100 & Loci = 200	126	0.952	0.048	0
HS	0	290	2	69	100	200	Parents = 100 & Loci = 200	292	0	0.993	0.007
UR	0	16	9466	69	100	200	Parents = 100 & Loci = 200	9482	0	0.002	0.998
FS	126	6	0	7	100	200	Parents = 100 & Loci = 200	132	0.955	0.045	0
HS	0	254	6	7	100	200	Parents = 100 & Loci = 200	260	0	0.977	0.023
UR	0	10	9498	7	100	200	Parents = 100 & Loci = 200	9508	0	0.001	0.999
FS	116	4	0	70	100	200	Parents = 100 & Loci = 200	120	0.967	0.033	0
HS	0	328	4	70	100	200	Parents = 100 & Loci = 200	332	0	0.988	0.012
UR	0	12	9436	70	100	200	Parents = 100 & Loci = 200	9448	0	0.001	0.999
FS	124	0	0	71	100	200	Parents = 100 & Loci = 200	124	1	0	0
HS	0	236	12	71	100	200	Parents = 100 & Loci = 200	248	0	0.952	0.048
UR	0	16	9512	71	100	200	Parents = 100 & Loci = 200	9528	0	0.002	0.998
FS	176	0	0	72	100	200	Parents = 100 & Loci = 200	176	1	0	0
HS	0	338	14	72	100	200	Parents = 100 & Loci = 200	352	0	0.96	0.04
UR	0	10	9362	72	100	200	Parents = 100 & Loci = 200	9372	0	0.001	0.999
FS	138	4	0	73	100	200	Parents = 100 & Loci = 200	142	0.972	0.028	0
HS	0	254	0	73	100	200	Parents = 100 & Loci = 200	254	0	1	0
UR	0	18	9486	73	100	200	Parents = 100 & Loci = 200	9504	0	0.002	0.998
FS	128	4	0	74	100	200	Parents = 100 & Loci = 200	132	0.97	0.03	0
HS	2	302	28	74	100	200	Parents = 100 & Loci = 200	332	0.006	0.91	0.084
UR	0	22	9414	74	100	200	Parents = 100 & Loci = 200	9436	0	0.002	0.998
FS	98	2	0	75	100	200	Parents = 100 & Loci = 200	100	0.98	0.02	0
HS	0	216	22	75	100	200	Parents = 100 & Loci = 200	238	0	0.908	0.092
UR	0	28	9534	75	100	200	Parents = 100 & Loci = 200	9562	0	0.003	0.997
FS	88	0	0	76	100	200	Parents = 100 & Loci = 200	88	1	0	0
HS	0	242	8	76	100	200	Parents = 100 & Loci = 200	250	0	0.968	0.032
UR	0	20	9542	76	100	200	Parents = 100 & Loci = 200	9562	0	0.002	0.998
FS	156	4	0	77	100	200	Parents = 100 & Loci = 200	160	0.975	0.025	0
HS	0	276	14	77	100	200	Parents = 100 & Loci = 200	290	0	0.952	0.048
UR	0	14	9436	77	100	200	Parents = 100 & Loci = 200	9450	0	0.001	0.999
FS	122	2	0	78	100	200	Parents = 100 & Loci = 200	124	0.984	0.016	0
HS	0	410	16	78	100	200	Parents = 100 & Loci = 200	426	0	0.962	0.038
UR	0	32	9318	78	100	200	Parents = 100 & Loci = 200	9350	0	0.003	0.997
FS	96	10	0	79	100	200	Parents = 100 & Loci = 200	106	0.906	0.094	0
HS	0	298	12	79	100	200	Parents = 100 & Loci = 200	310	0	0.961	0.039
UR	0	16	9468	79	100	200	Parents = 100 & Loci = 200	9484	0	0.002	0.998
FS	162	0	0	8	100	200	Parents = 100 & Loci = 200	162	1	0	0
HS	2	316	24	8	100	200	Parents = 100 & Loci = 200	342	0.006	0.924	0.07
UR	0	36	9360	8	100	200	Parents = 100 & Loci = 200	9396	0	0.004	0.996
FS	206	4	0	80	100	200	Parents = 100 & Loci = 200	210	0.981	0.019	0
HS	0	188	2	80	100	200	Parents = 100 & Loci = 200	190	0	0.989	0.011
UR	0	36	9464	80	100	200	Parents = 100 & Loci = 200	9500	0	0.004	0.996
FS	154	4	0	81	100	200	Parents = 100 & Loci = 200	158	0.975	0.025	0
HS	2	370	2	81	100	200	Parents = 100 & Loci = 200	374	0.005	0.989	0.005
UR	0	12	9356	81	100	200	Parents = 100 & Loci = 200	9368	0	0.001	0.999
FS	106	2	0	82	100	200	Parents = 100 & Loci = 200	108	0.981	0.019	0
HS	0	268	14	82	100	200	Parents = 100 & Loci = 200	282	0	0.95	0.05
UR	0	22	9488	82	100	200	Parents = 100 & Loci = 200	9510	0	0.002	0.998
FS	148	6	0	83	100	200	Parents = 100 & Loci = 200	154	0.961	0.039	0
HS	0	190	24	83	100	200	Parents = 100 & Loci = 200	214	0	0.888	0.112
UR	0	32	9500	83	100	200	Parents = 100 & Loci = 200	9532	0	0.003	0.997
FS	124	4	0	84	100	200	Parents = 100 & Loci = 200	128	0.969	0.031	0
HS	0	290	6	84	100	200	Parents = 100 & Loci = 200	296	0	0.98	0.02
UR	0	20	9456	84	100	200	Parents = 100 & Loci = 200	9476	0	0.002	0.998
FS	116	6	0	85	100	200	Parents = 100 & Loci = 200	122	0.951	0.049	0
HS	0	186	40	85	100	200	Parents = 100 & Loci = 200	226	0	0.823	0.177
UR	0	32	9520	85	100	200	Parents = 100 & Loci = 200	9552	0	0.003	0.997
FS	190	0	0	86	100	200	Parents = 100 & Loci = 200	190	1	0	0
HS	0	174	12	86	100	200	Parents = 100 & Loci = 200	186	0	0.935	0.065
UR	0	16	9508	86	100	200	Parents = 100 & Loci = 200	9524	0	0.002	0.998
FS	148	0	0	87	100	200	Parents = 100 & Loci = 200	148	1	0	0
HS	0	198	4	87	100	200	Parents = 100 & Loci = 200	202	0	0.98	0.02
UR	0	32	9518	87	100	200	Parents = 100 & Loci = 200	9550	0	0.003	0.997
FS	174	4	0	88	100	200	Parents = 100 & Loci = 200	178	0.978	0.022	0
HS	2	218	14	88	100	200	Parents = 100 & Loci = 200	234	0.009	0.932	0.06
UR	0	26	9462	88	100	200	Parents = 100 & Loci = 200	9488	0	0.003	0.997
FS	84	6	0	89	100	200	Parents = 100 & Loci = 200	90	0.933	0.067	0
HS	2	316	18	89	100	200	Parents = 100 & Loci = 200	336	0.006	0.94	0.054
UR	0	8	9466	89	100	200	Parents = 100 & Loci = 200	9474	0	0.001	0.999
FS	150	0	0	9	100	200	Parents = 100 & Loci = 200	150	1	0	0
HS	0	330	8	9	100	200	Parents = 100 & Loci = 200	338	0	0.976	0.024
UR	0	14	9398	9	100	200	Parents = 100 & Loci = 200	9412	0	0.001	0.999
FS	150	2	0	90	100	200	Parents = 100 & Loci = 200	152	0.987	0.013	0
HS	0	188	16	90	100	200	Parents = 100 & Loci = 200	204	0	0.922	0.078
UR	0	30	9514	90	100	200	Parents = 100 & Loci = 200	9544	0	0.003	0.997
FS	162	0	0	91	100	200	Parents = 100 & Loci = 200	162	1	0	0
HS	0	242	0	91	100	200	Parents = 100 & Loci = 200	242	0	1	0
UR	0	18	9478	91	100	200	Parents = 100 & Loci = 200	9496	0	0.002	0.998
FS	150	0	0	92	100	200	Parents = 100 & Loci = 200	150	1	0	0
HS	0	238	20	92	100	200	Parents = 100 & Loci = 200	258	0	0.922	0.078
UR	0	20	9472	92	100	200	Parents = 100 & Loci = 200	9492	0	0.002	0.998
FS	100	0	0	93	100	200	Parents = 100 & Loci = 200	100	1	0	0
HS	0	326	20	93	100	200	Parents = 100 & Loci = 200	346	0	0.942	0.058
UR	0	26	9428	93	100	200	Parents = 100 & Loci = 200	9454	0	0.003	0.997
FS	70	0	0	94	100	200	Parents = 100 & Loci = 200	70	1	0	0
HS	0	308	8	94	100	200	Parents = 100 & Loci = 200	316	0	0.975	0.025
UR	0	24	9490	94	100	200	Parents = 100 & Loci = 200	9514	0	0.003	0.997
FS	116	6	0	95	100	200	Parents = 100 & Loci = 200	122	0.951	0.049	0
HS	0	208	16	95	100	200	Parents = 100 & Loci = 200	224	0	0.929	0.071
UR	0	14	9540	95	100	200	Parents = 100 & Loci = 200	9554	0	0.001	0.999
FS	74	4	0	96	100	200	Parents = 100 & Loci = 200	78	0.949	0.051	0
HS	0	320	10	96	100	200	Parents = 100 & Loci = 200	330	0	0.97	0.03
UR	0	16	9476	96	100	200	Parents = 100 & Loci = 200	9492	0	0.002	0.998
FS	130	4	0	97	100	200	Parents = 100 & Loci = 200	134	0.97	0.03	0
HS	0	276	10	97	100	200	Parents = 100 & Loci = 200	286	0	0.965	0.035
UR	0	2	9478	97	100	200	Parents = 100 & Loci = 200	9480	0	0	1
FS	154	0	0	98	100	200	Parents = 100 & Loci = 200	154	1	0	0
HS	0	232	4	98	100	200	Parents = 100 & Loci = 200	236	0	0.983	0.017
UR	0	28	9482	98	100	200	Parents = 100 & Loci = 200	9510	0	0.003	0.997
FS	160	0	0	99	100	200	Parents = 100 & Loci = 200	160	1	0	0
HS	2	308	0	99	100	200	Parents = 100 & Loci = 200	310	0.006	0.994	0
UR	0	18	9412	99	100	200	Parents = 100 & Loci = 200	9430	0	0.002	0.998
FS	98	0	0	44.txt	100	500	Parents = 100 & Loci = 500	98	1	0	0
HS	0	428	0	44.txt	100	500	Parents = 100 & Loci = 500	428	0	1	0
UR	0	0	9374	44.txt	100	500	Parents = 100 & Loci = 500	9374	0	0	1
FS	88	0	0	59.txt	100	500	Parents = 100 & Loci = 500	88	1	0	0
HS	0	442	0	59.txt	100	500	Parents = 100 & Loci = 500	442	0	1	0
UR	0	0	9370	59.txt	100	500	Parents = 100 & Loci = 500	9370	0	0	1
FS	116	0	0	60.txt	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	426	0	60.txt	100	500	Parents = 100 & Loci = 500	426	0	1	0
UR	0	0	9358	60.txt	100	500	Parents = 100 & Loci = 500	9358	0	0	1
FS	116	0	0	100	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	200	0	100	100	500	Parents = 100 & Loci = 500	200	0	1	0
UR	0	0	9584	100	100	500	Parents = 100 & Loci = 500	9584	0	0	1
FS	164	0	0	10	100	500	Parents = 100 & Loci = 500	164	1	0	0
HS	0	274	0	10	100	500	Parents = 100 & Loci = 500	274	0	1	0
UR	0	2	9460	10	100	500	Parents = 100 & Loci = 500	9462	0	0	1
FS	134	0	0	11	100	500	Parents = 100 & Loci = 500	134	1	0	0
HS	0	378	0	11	100	500	Parents = 100 & Loci = 500	378	0	1	0
UR	0	0	9388	11	100	500	Parents = 100 & Loci = 500	9388	0	0	1
FS	122	0	0	12	100	500	Parents = 100 & Loci = 500	122	1	0	0
HS	0	394	0	12	100	500	Parents = 100 & Loci = 500	394	0	1	0
UR	0	0	9384	12	100	500	Parents = 100 & Loci = 500	9384	0	0	1
FS	104	0	0	13	100	500	Parents = 100 & Loci = 500	104	1	0	0
HS	0	360	0	13	100	500	Parents = 100 & Loci = 500	360	0	1	0
UR	0	0	9436	13	100	500	Parents = 100 & Loci = 500	9436	0	0	1
FS	88	0	0	14	100	500	Parents = 100 & Loci = 500	88	1	0	0
HS	0	342	0	14	100	500	Parents = 100 & Loci = 500	342	0	1	0
UR	0	0	9470	14	100	500	Parents = 100 & Loci = 500	9470	0	0	1
FS	76	0	0	15	100	500	Parents = 100 & Loci = 500	76	1	0	0
HS	0	336	0	15	100	500	Parents = 100 & Loci = 500	336	0	1	0
UR	0	0	9488	15	100	500	Parents = 100 & Loci = 500	9488	0	0	1
FS	116	0	0	16	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	318	0	16	100	500	Parents = 100 & Loci = 500	318	0	1	0
UR	0	0	9466	16	100	500	Parents = 100 & Loci = 500	9466	0	0	1
FS	146	0	0	17	100	500	Parents = 100 & Loci = 500	146	1	0	0
HS	0	264	0	17	100	500	Parents = 100 & Loci = 500	264	0	1	0
UR	0	0	9490	17	100	500	Parents = 100 & Loci = 500	9490	0	0	1
FS	154	0	0	18	100	500	Parents = 100 & Loci = 500	154	1	0	0
HS	0	316	0	18	100	500	Parents = 100 & Loci = 500	316	0	1	0
UR	0	0	9430	18	100	500	Parents = 100 & Loci = 500	9430	0	0	1
FS	112	0	0	19	100	500	Parents = 100 & Loci = 500	112	1	0	0
HS	0	256	0	19	100	500	Parents = 100 & Loci = 500	256	0	1	0
UR	0	0	9532	19	100	500	Parents = 100 & Loci = 500	9532	0	0	1
FS	130	0	0	1	100	500	Parents = 100 & Loci = 500	130	1	0	0
HS	0	220	0	1	100	500	Parents = 100 & Loci = 500	220	0	1	0
UR	0	0	9550	1	100	500	Parents = 100 & Loci = 500	9550	0	0	1
FS	130	0	0	20	100	500	Parents = 100 & Loci = 500	130	1	0	0
HS	0	238	0	20	100	500	Parents = 100 & Loci = 500	238	0	1	0
UR	0	0	9532	20	100	500	Parents = 100 & Loci = 500	9532	0	0	1
FS	172	0	0	21	100	500	Parents = 100 & Loci = 500	172	1	0	0
HS	0	236	0	21	100	500	Parents = 100 & Loci = 500	236	0	1	0
UR	0	0	9492	21	100	500	Parents = 100 & Loci = 500	9492	0	0	1
FS	146	0	0	22	100	500	Parents = 100 & Loci = 500	146	1	0	0
HS	0	288	0	22	100	500	Parents = 100 & Loci = 500	288	0	1	0
UR	0	0	9466	22	100	500	Parents = 100 & Loci = 500	9466	0	0	1
FS	134	0	0	23	100	500	Parents = 100 & Loci = 500	134	1	0	0
HS	0	258	0	23	100	500	Parents = 100 & Loci = 500	258	0	1	0
UR	0	0	9508	23	100	500	Parents = 100 & Loci = 500	9508	0	0	1
FS	124	0	0	24	100	500	Parents = 100 & Loci = 500	124	1	0	0
HS	0	272	0	24	100	500	Parents = 100 & Loci = 500	272	0	1	0
UR	0	4	9500	24	100	500	Parents = 100 & Loci = 500	9504	0	0	1
FS	160	0	0	25	100	500	Parents = 100 & Loci = 500	160	1	0	0
HS	0	288	0	25	100	500	Parents = 100 & Loci = 500	288	0	1	0
UR	0	0	9452	25	100	500	Parents = 100 & Loci = 500	9452	0	0	1
FS	126	0	0	26	100	500	Parents = 100 & Loci = 500	126	1	0	0
HS	0	388	0	26	100	500	Parents = 100 & Loci = 500	388	0	1	0
UR	0	4	9382	26	100	500	Parents = 100 & Loci = 500	9386	0	0	1
FS	202	0	0	27	100	500	Parents = 100 & Loci = 500	202	1	0	0
HS	0	350	0	27	100	500	Parents = 100 & Loci = 500	350	0	1	0
UR	0	2	9346	27	100	500	Parents = 100 & Loci = 500	9348	0	0	1
FS	140	0	0	28	100	500	Parents = 100 & Loci = 500	140	1	0	0
HS	0	234	0	28	100	500	Parents = 100 & Loci = 500	234	0	1	0
UR	0	0	9526	28	100	500	Parents = 100 & Loci = 500	9526	0	0	1
FS	112	0	0	29	100	500	Parents = 100 & Loci = 500	112	1	0	0
HS	0	322	0	29	100	500	Parents = 100 & Loci = 500	322	0	1	0
UR	0	0	9466	29	100	500	Parents = 100 & Loci = 500	9466	0	0	1
FS	172	0	0	2	100	500	Parents = 100 & Loci = 500	172	1	0	0
HS	0	264	0	2	100	500	Parents = 100 & Loci = 500	264	0	1	0
UR	0	0	9464	2	100	500	Parents = 100 & Loci = 500	9464	0	0	1
FS	114	0	0	30	100	500	Parents = 100 & Loci = 500	114	1	0	0
HS	0	292	0	30	100	500	Parents = 100 & Loci = 500	292	0	1	0
UR	0	0	9494	30	100	500	Parents = 100 & Loci = 500	9494	0	0	1
FS	142	0	0	31	100	500	Parents = 100 & Loci = 500	142	1	0	0
HS	0	252	0	31	100	500	Parents = 100 & Loci = 500	252	0	1	0
UR	0	0	9506	31	100	500	Parents = 100 & Loci = 500	9506	0	0	1
FS	168	0	0	32	100	500	Parents = 100 & Loci = 500	168	1	0	0
HS	0	224	0	32	100	500	Parents = 100 & Loci = 500	224	0	1	0
UR	0	2	9506	32	100	500	Parents = 100 & Loci = 500	9508	0	0	1
FS	116	0	0	33	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	322	0	33	100	500	Parents = 100 & Loci = 500	322	0	1	0
UR	0	0	9462	33	100	500	Parents = 100 & Loci = 500	9462	0	0	1
FS	92	0	0	34	100	500	Parents = 100 & Loci = 500	92	1	0	0
HS	0	362	0	34	100	500	Parents = 100 & Loci = 500	362	0	1	0
UR	0	0	9446	34	100	500	Parents = 100 & Loci = 500	9446	0	0	1
FS	92	0	0	35	100	500	Parents = 100 & Loci = 500	92	1	0	0
HS	0	342	0	35	100	500	Parents = 100 & Loci = 500	342	0	1	0
UR	0	0	9466	35	100	500	Parents = 100 & Loci = 500	9466	0	0	1
FS	96	0	0	36	100	500	Parents = 100 & Loci = 500	96	1	0	0
HS	0	324	0	36	100	500	Parents = 100 & Loci = 500	324	0	1	0
UR	0	0	9480	36	100	500	Parents = 100 & Loci = 500	9480	0	0	1
FS	184	0	0	37	100	500	Parents = 100 & Loci = 500	184	1	0	0
HS	0	256	0	37	100	500	Parents = 100 & Loci = 500	256	0	1	0
UR	0	0	9460	37	100	500	Parents = 100 & Loci = 500	9460	0	0	1
FS	200	0	0	38	100	500	Parents = 100 & Loci = 500	200	1	0	0
HS	0	184	0	38	100	500	Parents = 100 & Loci = 500	184	0	1	0
UR	0	4	9512	38	100	500	Parents = 100 & Loci = 500	9516	0	0	1
FS	220	0	0	39	100	500	Parents = 100 & Loci = 500	220	1	0	0
HS	0	266	0	39	100	500	Parents = 100 & Loci = 500	266	0	1	0
UR	0	0	9414	39	100	500	Parents = 100 & Loci = 500	9414	0	0	1
FS	88	0	0	3	100	500	Parents = 100 & Loci = 500	88	1	0	0
HS	0	300	0	3	100	500	Parents = 100 & Loci = 500	300	0	1	0
UR	0	0	9512	3	100	500	Parents = 100 & Loci = 500	9512	0	0	1
FS	158	0	0	40	100	500	Parents = 100 & Loci = 500	158	1	0	0
HS	0	382	0	40	100	500	Parents = 100 & Loci = 500	382	0	1	0
UR	0	0	9360	40	100	500	Parents = 100 & Loci = 500	9360	0	0	1
FS	118	0	0	41	100	500	Parents = 100 & Loci = 500	118	1	0	0
HS	0	204	0	41	100	500	Parents = 100 & Loci = 500	204	0	1	0
UR	0	0	9578	41	100	500	Parents = 100 & Loci = 500	9578	0	0	1
FS	96	0	0	42	100	500	Parents = 100 & Loci = 500	96	1	0	0
HS	0	300	0	42	100	500	Parents = 100 & Loci = 500	300	0	1	0
UR	0	2	9502	42	100	500	Parents = 100 & Loci = 500	9504	0	0	1
FS	160	0	0	43	100	500	Parents = 100 & Loci = 500	160	1	0	0
HS	0	266	0	43	100	500	Parents = 100 & Loci = 500	266	0	1	0
UR	0	0	9474	43	100	500	Parents = 100 & Loci = 500	9474	0	0	1
FS	98	0	0	45	100	500	Parents = 100 & Loci = 500	98	1	0	0
HS	0	362	0	45	100	500	Parents = 100 & Loci = 500	362	0	1	0
UR	0	0	9440	45	100	500	Parents = 100 & Loci = 500	9440	0	0	1
FS	166	0	0	46	100	500	Parents = 100 & Loci = 500	166	1	0	0
HS	0	246	0	46	100	500	Parents = 100 & Loci = 500	246	0	1	0
UR	0	0	9488	46	100	500	Parents = 100 & Loci = 500	9488	0	0	1
FS	158	0	0	47	100	500	Parents = 100 & Loci = 500	158	1	0	0
HS	0	232	0	47	100	500	Parents = 100 & Loci = 500	232	0	1	0
UR	0	0	9510	47	100	500	Parents = 100 & Loci = 500	9510	0	0	1
FS	164	0	0	48	100	500	Parents = 100 & Loci = 500	164	1	0	0
HS	0	190	0	48	100	500	Parents = 100 & Loci = 500	190	0	1	0
UR	0	0	9546	48	100	500	Parents = 100 & Loci = 500	9546	0	0	1
FS	108	0	0	49	100	500	Parents = 100 & Loci = 500	108	1	0	0
HS	0	282	0	49	100	500	Parents = 100 & Loci = 500	282	0	1	0
UR	0	0	9510	49	100	500	Parents = 100 & Loci = 500	9510	0	0	1
FS	178	0	0	4	100	500	Parents = 100 & Loci = 500	178	1	0	0
HS	0	286	0	4	100	500	Parents = 100 & Loci = 500	286	0	1	0
UR	0	0	9436	4	100	500	Parents = 100 & Loci = 500	9436	0	0	1
FS	170	0	0	50	100	500	Parents = 100 & Loci = 500	170	1	0	0
HS	0	288	0	50	100	500	Parents = 100 & Loci = 500	288	0	1	0
UR	0	0	9442	50	100	500	Parents = 100 & Loci = 500	9442	0	0	1
FS	156	0	0	51	100	500	Parents = 100 & Loci = 500	156	1	0	0
HS	0	258	0	51	100	500	Parents = 100 & Loci = 500	258	0	1	0
UR	0	2	9484	51	100	500	Parents = 100 & Loci = 500	9486	0	0	1
FS	192	0	0	52	100	500	Parents = 100 & Loci = 500	192	1	0	0
HS	0	296	0	52	100	500	Parents = 100 & Loci = 500	296	0	1	0
UR	0	2	9410	52	100	500	Parents = 100 & Loci = 500	9412	0	0	1
FS	122	0	0	53	100	500	Parents = 100 & Loci = 500	122	1	0	0
HS	0	314	0	53	100	500	Parents = 100 & Loci = 500	314	0	1	0
UR	0	0	9464	53	100	500	Parents = 100 & Loci = 500	9464	0	0	1
FS	148	0	0	54	100	500	Parents = 100 & Loci = 500	148	1	0	0
HS	0	348	0	54	100	500	Parents = 100 & Loci = 500	348	0	1	0
UR	0	0	9404	54	100	500	Parents = 100 & Loci = 500	9404	0	0	1
FS	116	0	0	55	100	500	Parents = 100 & Loci = 500	116	1	0	0
HS	0	282	0	55	100	500	Parents = 100 & Loci = 500	282	0	1	0
UR	0	0	9502	55	100	500	Parents = 100 & Loci = 500	9502	0	0	1
FS	98	0	0	56	100	500	Parents = 100 & Loci = 500	98	1	0	0
HS	0	296	0	56	100	500	Parents = 100 & Loci = 500	296	0	1	0
UR	0	2	9504	56	100	500	Parents = 100 & Loci = 500	9506	0	0	1
FS	164	0	0	57	100	500	Parents = 100 & Loci = 500	164	1	0	0
HS	0	336	0	57	100	500	Parents = 100 & Loci = 500	336	0	1	0
UR	0	2	9398	57	100	500	Parents = 100 & Loci = 500	9400	0	0	1
FS	186	0	0	58	100	500	Parents = 100 & Loci = 500	186	1	0	0
HS	0	214	0	58	100	500	Parents = 100 & Loci = 500	214	0	1	0
UR	0	0	9500	58	100	500	Parents = 100 & Loci = 500	9500	0	0	1
FS	92	0	0	5	100	500	Parents = 100 & Loci = 500	92	1	0	0
HS	0	296	0	5	100	500	Parents = 100 & Loci = 500	296	0	1	0
UR	0	0	9512	5	100	500	Parents = 100 & Loci = 500	9512	0	0	1
FS	128	0	0	61	100	500	Parents = 100 & Loci = 500	128	1	0	0
HS	0	344	0	61	100	500	Parents = 100 & Loci = 500	344	0	1	0
UR	0	0	9428	61	100	500	Parents = 100 & Loci = 500	9428	0	0	1
FS	122	0	0	62	100	500	Parents = 100 & Loci = 500	122	1	0	0
HS	0	232	0	62	100	500	Parents = 100 & Loci = 500	232	0	1	0
UR	0	0	9546	62	100	500	Parents = 100 & Loci = 500	9546	0	0	1
FS	170	0	0	63	100	500	Parents = 100 & Loci = 500	170	1	0	0
HS	0	284	0	63	100	500	Parents = 100 & Loci = 500	284	0	1	0
